Timestamp: 2000 - removed micro-clusters: 0 - model's size [0]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [1]:3
Timestamp: 2000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [3]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [4]:3
Removed examples from short-time-memory: 18	 True labels: [2]
Removed examples from short-time-memory: 78227	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78233	 True labels: [2]
Removed examples from short-time-memory: 78238	 True labels: [4, 6]
Removed examples from short-time-memory: 78244	 True labels: [0, 2]
Removed examples from short-time-memory: 78252	 True labels: [4]
Removed examples from short-time-memory: 78265	 True labels: [4]
Removed examples from short-time-memory: 78268	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78270	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78276	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78277	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78284	 True labels: [4]
Removed examples from short-time-memory: 78289	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78301	 True labels: [2]
Removed examples from short-time-memory: 78303	 True labels: [4, 6]
Removed examples from short-time-memory: 78315	 True labels: [4, 6]
Removed examples from short-time-memory: 78325	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78332	 True labels: [2]
Removed examples from short-time-memory: 78342	 True labels: [1]
Removed examples from short-time-memory: 78354	 True labels: [1]
Removed examples from short-time-memory: 78375	 True labels: [4]
Removed examples from short-time-memory: 78376	 True labels: [1]
Removed examples from short-time-memory: 78385	 True labels: [1]
Removed examples from short-time-memory: 78475	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78482	 True labels: [4, 6]
Removed examples from short-time-memory: 78499	 True labels: [4, 6]
Removed examples from short-time-memory: 78500	 True labels: [4, 6]
Removed examples from short-time-memory: 78509	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78528	 True labels: [4, 6]
Removed examples from short-time-memory: 78543	 True labels: [1]
Removed examples from short-time-memory: 78548	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78552	 True labels: [1]
Removed examples from short-time-memory: 78557	 True labels: [4]
Removed examples from short-time-memory: 78559	 True labels: [4]
Removed examples from short-time-memory: 78566	 True labels: [4]
Removed examples from short-time-memory: 78568	 True labels: [1]
Removed examples from short-time-memory: 78569	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78571	 True labels: [1]
Removed examples from short-time-memory: 78577	 True labels: [1]
Removed examples from short-time-memory: 78584	 True labels: [2]
Removed examples from short-time-memory: 78590	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78591	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78601	 True labels: [4]
Removed examples from short-time-memory: 78612	 True labels: [4, 6]
Removed examples from short-time-memory: 78618	 True labels: [4]
Removed examples from short-time-memory: 78619	 True labels: [1]
Removed examples from short-time-memory: 78621	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78627	 True labels: [2]
Removed examples from short-time-memory: 78630	 True labels: [4]
Removed examples from short-time-memory: 78633	 True labels: [1]
Removed examples from short-time-memory: 78634	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78661	 True labels: [1]
Removed examples from short-time-memory: 78672	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78679	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78683	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78688	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78689	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78690	 True labels: [4, 6]
Removed examples from short-time-memory: 78715	 True labels: [4, 6]
Removed examples from short-time-memory: 78717	 True labels: [4]
Removed examples from short-time-memory: 78734	 True labels: [4]
Removed examples from short-time-memory: 78740	 True labels: [4, 6]
Removed examples from short-time-memory: 78742	 True labels: [4, 6]
Removed examples from short-time-memory: 78759	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78763	 True labels: [4]
Removed examples from short-time-memory: 78764	 True labels: [4]
Removed examples from short-time-memory: 78770	 True labels: [1]
Removed examples from short-time-memory: 78777	 True labels: [2]
Removed examples from short-time-memory: 78781	 True labels: [4]
Removed examples from short-time-memory: 78783	 True labels: [4, 6]
Removed examples from short-time-memory: 78784	 True labels: [1]
Removed examples from short-time-memory: 78787	 True labels: [4]
Removed examples from short-time-memory: 78796	 True labels: [2]
Removed examples from short-time-memory: 78799	 True labels: [4, 6]
Removed examples from short-time-memory: 78804	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78820	 True labels: [4]
Removed examples from short-time-memory: 78831	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78835	 True labels: [4]
Removed examples from short-time-memory: 78845	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78849	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78850	 True labels: [1]
Removed examples from short-time-memory: 78875	 True labels: [4]
Removed examples from short-time-memory: 78879	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78880	 True labels: [4]
Removed examples from short-time-memory: 78885	 True labels: [4]
Removed examples from short-time-memory: 78893	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78896	 True labels: [4]
Removed examples from short-time-memory: 78904	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78905	 True labels: [2]
Removed examples from short-time-memory: 78908	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78917	 True labels: [4]
Removed examples from short-time-memory: 78920	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78922	 True labels: [4, 6]
Removed examples from short-time-memory: 78927	 True labels: [4, 6]
Removed examples from short-time-memory: 78943	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78946	 True labels: [2]
Removed examples from short-time-memory: 78952	 True labels: [1]
Removed examples from short-time-memory: 78969	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 78975	 True labels: [4, 6]
Removed examples from short-time-memory: 78988	 True labels: [4]
Removed examples from short-time-memory: 79003	 True labels: [2]
Removed examples from short-time-memory: 79009	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79023	 True labels: [1]
Removed examples from short-time-memory: 79027	 True labels: [4]
Removed examples from short-time-memory: 79028	 True labels: [4]
Removed examples from short-time-memory: 79041	 True labels: [1]
Removed examples from short-time-memory: 79065	 True labels: [4]
Removed examples from short-time-memory: 79080	 True labels: [4]
Removed examples from short-time-memory: 79083	 True labels: [1]
Removed examples from short-time-memory: 79084	 True labels: [4]
Removed examples from short-time-memory: 79108	 True labels: [4, 6]
Removed examples from short-time-memory: 79110	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79111	 True labels: [4]
Removed examples from short-time-memory: 79115	 True labels: [4, 6]
Removed examples from short-time-memory: 79117	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79129	 True labels: [4, 6]
Removed examples from short-time-memory: 79148	 True labels: [4, 6]
Removed examples from short-time-memory: 79155	 True labels: [4]
Removed examples from short-time-memory: 79191	 True labels: [2]
Removed examples from short-time-memory: 79197	 True labels: [4]
Removed examples from short-time-memory: 79200	 True labels: [4, 6]
Removed examples from short-time-memory: 79211	 True labels: [4]
Removed examples from short-time-memory: 79212	 True labels: [4]
Removed examples from short-time-memory: 79216	 True labels: [4]
Removed examples from short-time-memory: 79232	 True labels: [4]
Removed examples from short-time-memory: 79236	 True labels: [1]
Removed examples from short-time-memory: 79248	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79255	 True labels: [1]
Removed examples from short-time-memory: 79263	 True labels: [4]
Removed examples from short-time-memory: 79272	 True labels: [2]
Removed examples from short-time-memory: 79281	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79291	 True labels: [4, 6]
Removed examples from short-time-memory: 79292	 True labels: [4]
Removed examples from short-time-memory: 79310	 True labels: [4, 6]
Removed examples from short-time-memory: 79319	 True labels: [2]
Removed examples from short-time-memory: 79349	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79357	 True labels: [4]
Removed examples from short-time-memory: 79359	 True labels: [2]
Removed examples from short-time-memory: 79369	 True labels: [1]
Removed examples from short-time-memory: 79394	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79395	 True labels: [1]
Removed examples from short-time-memory: 79404	 True labels: [4]
Removed examples from short-time-memory: 79415	 True labels: [4, 6]
Removed examples from short-time-memory: 79416	 True labels: [1]
Removed examples from short-time-memory: 79420	 True labels: [4, 6]
Removed examples from short-time-memory: 79422	 True labels: [0, 2]
Removed examples from short-time-memory: 79437	 True labels: [1]
Removed examples from short-time-memory: 79451	 True labels: [1]
Removed examples from short-time-memory: 79456	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79467	 True labels: [2]
Removed examples from short-time-memory: 79469	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79475	 True labels: [4]
Removed examples from short-time-memory: 79488	 True labels: [4]
Removed examples from short-time-memory: 79503	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79508	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79511	 True labels: [4, 6]
Removed examples from short-time-memory: 79522	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79527	 True labels: [4]
Removed examples from short-time-memory: 79530	 True labels: [2]
Removed examples from short-time-memory: 79533	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79554	 True labels: [4, 6]
Removed examples from short-time-memory: 79567	 True labels: [2]
Removed examples from short-time-memory: 79571	 True labels: [0, 2]
Removed examples from short-time-memory: 79581	 True labels: [4, 6]
Removed examples from short-time-memory: 79593	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79601	 True labels: [2]
Removed examples from short-time-memory: 79614	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79618	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79633	 True labels: [4, 6]
Removed examples from short-time-memory: 79636	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79641	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79644	 True labels: [4]
Removed examples from short-time-memory: 79646	 True labels: [4]
Removed examples from short-time-memory: 79649	 True labels: [4, 6]
Removed examples from short-time-memory: 79652	 True labels: [4, 6]
Removed examples from short-time-memory: 79659	 True labels: [2]
Removed examples from short-time-memory: 79660	 True labels: [4]
Removed examples from short-time-memory: 79672	 True labels: [2]
Removed examples from short-time-memory: 79674	 True labels: [4]
Removed examples from short-time-memory: 79680	 True labels: [2]
Removed examples from short-time-memory: 79686	 True labels: [4]
Removed examples from short-time-memory: 79689	 True labels: [4]
Removed examples from short-time-memory: 79693	 True labels: [1]
Removed examples from short-time-memory: 79697	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79698	 True labels: [1]
Removed examples from short-time-memory: 79702	 True labels: [4]
Removed examples from short-time-memory: 79707	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79718	 True labels: [1]
Removed examples from short-time-memory: 79721	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79727	 True labels: [4, 6]
Removed examples from short-time-memory: 79737	 True labels: [2]
Removed examples from short-time-memory: 79757	 True labels: [4]
Removed examples from short-time-memory: 79768	 True labels: [4]
Removed examples from short-time-memory: 79769	 True labels: [2]
Removed examples from short-time-memory: 79770	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79776	 True labels: [4, 6]
Removed examples from short-time-memory: 79789	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79801	 True labels: [4]
Removed examples from short-time-memory: 79828	 True labels: [4, 6]
Removed examples from short-time-memory: 79832	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79835	 True labels: [4, 6]
Removed examples from short-time-memory: 79836	 True labels: [0, 2]
Removed examples from short-time-memory: 79838	 True labels: [4, 6]
Removed examples from short-time-memory: 79839	 True labels: [4]
Removed examples from short-time-memory: 79840	 True labels: [2]
Removed examples from short-time-memory: 79847	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79859	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79864	 True labels: [4]
Removed examples from short-time-memory: 79873	 True labels: [4, 6]
Removed examples from short-time-memory: 79879	 True labels: [4]
Removed examples from short-time-memory: 79881	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79887	 True labels: [4, 6]
Removed examples from short-time-memory: 79890	 True labels: [1]
Removed examples from short-time-memory: 79893	 True labels: [0, 2]
Removed examples from short-time-memory: 79908	 True labels: [4]
Removed examples from short-time-memory: 79909	 True labels: [1]
Removed examples from short-time-memory: 79920	 True labels: [0, 2]
Removed examples from short-time-memory: 79930	 True labels: [4]
Removed examples from short-time-memory: 79944	 True labels: [2]
Removed examples from short-time-memory: 79951	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79955	 True labels: [4]
Removed examples from short-time-memory: 79961	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79964	 True labels: [4]
Removed examples from short-time-memory: 79966	 True labels: [4]
Removed examples from short-time-memory: 79976	 True labels: [2]
Removed examples from short-time-memory: 79979	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 79991	 True labels: [1]
Removed examples from short-time-memory: 79993	 True labels: [2]
Removed examples from short-time-memory: 79999	 True labels: [4]
Timestamp: 82000 - removed micro-clusters: 0 - model's size [NP10]:1
Timestamp: 82000 - removed micro-clusters: 0 - model's size [NP11]:1
Timestamp: 82000 - removed micro-clusters: 0 - model's size [NP12]:1
Timestamp: 82000 - removed micro-clusters: 0 - model's size [NP1]:1
Timestamp: 82000 - removed micro-clusters: 0 - model's size [0]:3
Timestamp: 82000 - removed micro-clusters: 0 - model's size [NP3]:1
Timestamp: 82000 - removed micro-clusters: 0 - model's size [1]:1
Timestamp: 82000 - removed micro-clusters: 0 - model's size [NP2]:1
Timestamp: 82000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 82000 - removed micro-clusters: 0 - model's size [NP5]:1
Timestamp: 82000 - removed micro-clusters: 0 - model's size [3]:3
Timestamp: 82000 - removed micro-clusters: 0 - model's size [NP4]:1
Timestamp: 82000 - removed micro-clusters: 0 - model's size [4]:2
Timestamp: 82000 - removed micro-clusters: 0 - model's size [NP7]:1
Timestamp: 82000 - removed micro-clusters: 0 - model's size [NP6]:1
Timestamp: 82000 - removed micro-clusters: 0 - model's size [NP9]:1
Timestamp: 82000 - removed micro-clusters: 0 - model's size [NP8]:1
Removed examples from short-time-memory: 80001	 True labels: [4, 6]
Removed examples from short-time-memory: 80004	 True labels: [4, 6]
Removed examples from short-time-memory: 80009	 True labels: [4]
Removed examples from short-time-memory: 80014	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80023	 True labels: [4]
Removed examples from short-time-memory: 80025	 True labels: [0, 2]
Removed examples from short-time-memory: 80032	 True labels: [4, 6]
Removed examples from short-time-memory: 80049	 True labels: [4]
Removed examples from short-time-memory: 80055	 True labels: [4, 6]
Removed examples from short-time-memory: 80063	 True labels: [2]
Removed examples from short-time-memory: 80067	 True labels: [2]
Removed examples from short-time-memory: 80078	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80079	 True labels: [4, 6]
Removed examples from short-time-memory: 80085	 True labels: [4]
Removed examples from short-time-memory: 80087	 True labels: [1]
Removed examples from short-time-memory: 80096	 True labels: [4]
Removed examples from short-time-memory: 80109	 True labels: [0, 2]
Removed examples from short-time-memory: 80116	 True labels: [2]
Removed examples from short-time-memory: 80126	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80127	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80129	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80135	 True labels: [4]
Removed examples from short-time-memory: 80138	 True labels: [4, 6]
Removed examples from short-time-memory: 80150	 True labels: [1]
Removed examples from short-time-memory: 80169	 True labels: [0, 2]
Removed examples from short-time-memory: 80177	 True labels: [4]
Removed examples from short-time-memory: 80181	 True labels: [4]
Removed examples from short-time-memory: 80183	 True labels: [0, 2]
Removed examples from short-time-memory: 80184	 True labels: [2]
Removed examples from short-time-memory: 80191	 True labels: [0, 2]
Removed examples from short-time-memory: 80194	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80197	 True labels: [4, 6]
Removed examples from short-time-memory: 80206	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80214	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80215	 True labels: [2]
Removed examples from short-time-memory: 80223	 True labels: [2]
Removed examples from short-time-memory: 80224	 True labels: [2]
Removed examples from short-time-memory: 80226	 True labels: [4, 6]
Removed examples from short-time-memory: 80231	 True labels: [4]
Removed examples from short-time-memory: 80255	 True labels: [4]
Removed examples from short-time-memory: 80263	 True labels: [1]
Removed examples from short-time-memory: 80275	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80278	 True labels: [2]
Removed examples from short-time-memory: 80279	 True labels: [4]
Removed examples from short-time-memory: 80301	 True labels: [4]
Removed examples from short-time-memory: 80302	 True labels: [4]
Removed examples from short-time-memory: 80309	 True labels: [1]
Removed examples from short-time-memory: 80320	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80323	 True labels: [2]
Removed examples from short-time-memory: 80324	 True labels: [4]
Removed examples from short-time-memory: 80330	 True labels: [4, 6]
Removed examples from short-time-memory: 80338	 True labels: [4]
Removed examples from short-time-memory: 80344	 True labels: [4, 6]
Removed examples from short-time-memory: 80363	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80368	 True labels: [4, 6]
Removed examples from short-time-memory: 80373	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80383	 True labels: [4]
Removed examples from short-time-memory: 80411	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80414	 True labels: [0, 2]
Removed examples from short-time-memory: 80422	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80426	 True labels: [4]
Removed examples from short-time-memory: 80428	 True labels: [2]
Removed examples from short-time-memory: 80430	 True labels: [4]
Removed examples from short-time-memory: 80441	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80447	 True labels: [4]
Removed examples from short-time-memory: 80453	 True labels: [4]
Removed examples from short-time-memory: 80458	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80471	 True labels: [1]
Removed examples from short-time-memory: 80472	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80482	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80483	 True labels: [4]
Removed examples from short-time-memory: 80488	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80489	 True labels: [4]
Removed examples from short-time-memory: 80492	 True labels: [4]
Removed examples from short-time-memory: 80501	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80506	 True labels: [4]
Removed examples from short-time-memory: 80507	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80510	 True labels: [4]
Removed examples from short-time-memory: 80520	 True labels: [4, 6]
Removed examples from short-time-memory: 80521	 True labels: [4, 6]
Removed examples from short-time-memory: 80524	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80528	 True labels: [4]
Removed examples from short-time-memory: 80536	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80555	 True labels: [0, 2]
Removed examples from short-time-memory: 80556	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80582	 True labels: [4]
Removed examples from short-time-memory: 80583	 True labels: [4, 6]
Removed examples from short-time-memory: 80587	 True labels: [4, 6]
Removed examples from short-time-memory: 80591	 True labels: [4, 6]
Removed examples from short-time-memory: 80594	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80606	 True labels: [2]
Removed examples from short-time-memory: 80613	 True labels: [4]
Removed examples from short-time-memory: 80627	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80634	 True labels: [0, 2]
Removed examples from short-time-memory: 80638	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80656	 True labels: [4, 6]
Removed examples from short-time-memory: 80665	 True labels: [4]
Removed examples from short-time-memory: 80671	 True labels: [1]
Removed examples from short-time-memory: 80681	 True labels: [4, 6]
Removed examples from short-time-memory: 80685	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80691	 True labels: [4, 6]
Removed examples from short-time-memory: 80711	 True labels: [1]
Removed examples from short-time-memory: 80715	 True labels: [0, 2]
Removed examples from short-time-memory: 80720	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80730	 True labels: [4]
Removed examples from short-time-memory: 80737	 True labels: [1]
Removed examples from short-time-memory: 80738	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80740	 True labels: [2]
Removed examples from short-time-memory: 80746	 True labels: [1]
Removed examples from short-time-memory: 80761	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80762	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80772	 True labels: [4]
Removed examples from short-time-memory: 80782	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80788	 True labels: [4]
Removed examples from short-time-memory: 80797	 True labels: [4]
Removed examples from short-time-memory: 80813	 True labels: [2]
Removed examples from short-time-memory: 80817	 True labels: [4, 6]
Removed examples from short-time-memory: 80819	 True labels: [4]
Removed examples from short-time-memory: 80821	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80835	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80841	 True labels: [1]
Removed examples from short-time-memory: 80856	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80865	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80884	 True labels: [4, 6]
Removed examples from short-time-memory: 80888	 True labels: [1]
Removed examples from short-time-memory: 80890	 True labels: [4]
Removed examples from short-time-memory: 80891	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80894	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80905	 True labels: [4]
Removed examples from short-time-memory: 80915	 True labels: [4]
Removed examples from short-time-memory: 80917	 True labels: [1]
Removed examples from short-time-memory: 80920	 True labels: [4, 6]
Removed examples from short-time-memory: 80922	 True labels: [0, 2]
Removed examples from short-time-memory: 80932	 True labels: [4, 6]
Removed examples from short-time-memory: 80934	 True labels: [4, 6]
Removed examples from short-time-memory: 80939	 True labels: [4]
Removed examples from short-time-memory: 80950	 True labels: [0, 2]
Removed examples from short-time-memory: 80952	 True labels: [2]
Removed examples from short-time-memory: 80958	 True labels: [4]
Removed examples from short-time-memory: 80960	 True labels: [4, 6]
Removed examples from short-time-memory: 80965	 True labels: [4]
Removed examples from short-time-memory: 80968	 True labels: [4]
Removed examples from short-time-memory: 80969	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 80982	 True labels: [4]
Removed examples from short-time-memory: 80991	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81000	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81005	 True labels: [4]
Removed examples from short-time-memory: 81006	 True labels: [0, 2]
Removed examples from short-time-memory: 81009	 True labels: [0, 2]
Removed examples from short-time-memory: 81011	 True labels: [1]
Removed examples from short-time-memory: 81035	 True labels: [1]
Removed examples from short-time-memory: 81038	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81043	 True labels: [4, 6]
Removed examples from short-time-memory: 81051	 True labels: [1]
Removed examples from short-time-memory: 81058	 True labels: [4]
Removed examples from short-time-memory: 81066	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81070	 True labels: [0, 2]
Removed examples from short-time-memory: 81077	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81112	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81114	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81116	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81118	 True labels: [4]
Removed examples from short-time-memory: 81124	 True labels: [0, 2]
Removed examples from short-time-memory: 81127	 True labels: [4, 6]
Removed examples from short-time-memory: 81129	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81140	 True labels: [2]
Removed examples from short-time-memory: 81141	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81166	 True labels: [1]
Removed examples from short-time-memory: 81171	 True labels: [4]
Removed examples from short-time-memory: 81173	 True labels: [1]
Removed examples from short-time-memory: 81179	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81185	 True labels: [1]
Removed examples from short-time-memory: 81188	 True labels: [4]
Removed examples from short-time-memory: 81189	 True labels: [1]
Removed examples from short-time-memory: 81196	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81198	 True labels: [1]
Removed examples from short-time-memory: 81207	 True labels: [4]
Removed examples from short-time-memory: 81208	 True labels: [2]
Removed examples from short-time-memory: 81216	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81217	 True labels: [2]
Removed examples from short-time-memory: 81222	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81242	 True labels: [4]
Removed examples from short-time-memory: 81243	 True labels: [4]
Removed examples from short-time-memory: 81245	 True labels: [4]
Removed examples from short-time-memory: 81247	 True labels: [2]
Removed examples from short-time-memory: 81258	 True labels: [1]
Removed examples from short-time-memory: 81261	 True labels: [4]
Removed examples from short-time-memory: 81265	 True labels: [1]
Removed examples from short-time-memory: 81267	 True labels: [4, 6]
Removed examples from short-time-memory: 81272	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81278	 True labels: [2]
Removed examples from short-time-memory: 81280	 True labels: [4]
Removed examples from short-time-memory: 81290	 True labels: [4, 6]
Removed examples from short-time-memory: 81292	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81294	 True labels: [4, 6]
Removed examples from short-time-memory: 81299	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81335	 True labels: [4, 6]
Removed examples from short-time-memory: 81379	 True labels: [0, 2]
Removed examples from short-time-memory: 81390	 True labels: [4]
Removed examples from short-time-memory: 81397	 True labels: [4, 6]
Removed examples from short-time-memory: 81403	 True labels: [4]
Removed examples from short-time-memory: 81405	 True labels: [4, 6]
Removed examples from short-time-memory: 81411	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81423	 True labels: [4]
Removed examples from short-time-memory: 81426	 True labels: [2]
Removed examples from short-time-memory: 81432	 True labels: [0, 2]
Removed examples from short-time-memory: 81447	 True labels: [2]
Removed examples from short-time-memory: 81460	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81461	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81463	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81464	 True labels: [4, 6]
Removed examples from short-time-memory: 81468	 True labels: [1]
Removed examples from short-time-memory: 81473	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81489	 True labels: [0, 2]
Removed examples from short-time-memory: 81490	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81492	 True labels: [2]
Removed examples from short-time-memory: 81502	 True labels: [4, 6]
Removed examples from short-time-memory: 81506	 True labels: [4]
Removed examples from short-time-memory: 81507	 True labels: [4]
Removed examples from short-time-memory: 81508	 True labels: [2]
Removed examples from short-time-memory: 81511	 True labels: [1]
Removed examples from short-time-memory: 81512	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81518	 True labels: [4]
Removed examples from short-time-memory: 81528	 True labels: [4]
Removed examples from short-time-memory: 81537	 True labels: [1]
Removed examples from short-time-memory: 81540	 True labels: [1]
Removed examples from short-time-memory: 81547	 True labels: [4]
Removed examples from short-time-memory: 81553	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81559	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81575	 True labels: [4]
Removed examples from short-time-memory: 81577	 True labels: [2]
Removed examples from short-time-memory: 81578	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81591	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81594	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81605	 True labels: [4]
Removed examples from short-time-memory: 81635	 True labels: [4]
Removed examples from short-time-memory: 81647	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81655	 True labels: [0, 2, 5]
